SampleID,SampleType,SampleSource,Host_SampleName,CollectionDate,Latitude,Longitude,,Elevation,DNAExtractionProtocol,ExtractorName,SampleDescription,Project_Name,Set_ID,FireTreatment,BurnYear,Year_,Month_,Day_,ObjectID_1,InOrOut,Lat,Lon,BurnDate,ELEVATION_AVG,SLOPE_AVG,SLOPE_MAX,ASPECT_DOM,CANOPY_2001,POP_DEN_2000,POP_2000,SOIL_DOM,GEOLOGY_DOM,PRECIP_1,PRECIP_2,PRECIP_3,PRECIP_4,PRECIP_5,PRECIP_6,PRECIP_7,PRECIP_8,PRECIP_9,PRECIP_10,PRECIP_11,PRECIP_12,TMEAN_1,TMEAN_2,TMEAN_3,TMEAN_4,TMEAN_5,TMEAN_6,TMEAN_7,TMEAN_8,TMEAN_9,TMEAN_10,TMEAN_11,TMEAN_12,TMIN_1,TMIN_2,TMIN_3,TMIN_4,TMIN_5,TMIN_6,TMIN_7,TMIN_8,TMIN_9,TMIN_10,TMIN_11,TMIN_12,TMAX_1,TMAX_2,TMAX_3,TMAX_4,TMAX_5,TMAX_6,TMAX_7,TMAX_8,TMAX_9,TMAX_10,TMAX_11,TMAX_12,ANNUAL_MEAN_TEMP,ANNUAL_PRECIP,ISOTHERMALITY,MAX_TEMP_WARMEST_MONTH,MEAN_DIURNAL_RANGE,MEAN_TEMP_COLDEST_QUARTER,MEAN_TEMP_DRIEST_QUARTER,MEAN_TEMP_WARMEST_QUARTER,MEAN_TEMP_WETTEST_QUARTER,MIN_TEMP_COLDEST_MONTH,PRECIP_COLDEST_QUARTER,PRECIP_DRIEST_MONTH,PRECIP_DRIEST_QUARTER,PRECIP_SEASONALITY,PRECIP_WARMEST_QUARTER,PRECIP_WETTEST_MONTH,PRECIP_WETTEST_QUARTER,TEMP_ANNUAL_RANGE,TEMP_SEASONALITY,Soil_Description,to_keep,ID,LibID,Title,Filename,Filename2,
FS-54E,Environmental,Soil,Burn_2012,2018-09-08,40.1191,-111.33832,40.1191 N 111.33832 W,1819,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_54E,Forest_Fire_Recovery,Set_4,Burn,2012,2012,8,19,679,in,40.11885,-111.337902,2012-08-19,182995,16.4556751251,33.6572418213,2,17.21,0,0,674411,7,51,49,47,40,39,27,27,32,38,44,48,51,-6.2,-3.7,0.8,5.5,10.4,15.1,19.3,18.2,13.5,7.8,0.7,-5.1,-12.9,-10.7,-6.2,-2.1,1.9,5.7,9.6,8.6,4,-0.9,-6.1,-11.4,0.6,3.4,7.9,13.2,19,24.6,29,27.8,23,16.5,7.6,1.3,-6.2,493,38,-3.7,162,0.8,5.5,10.4,15.1,19.3,151,27,86,20,86,51,151,18.2,13.5,Steed-Redola-Provo-Pleasant View-Pleasant Vale-Keigley (s7862),yes,679_in,FS-54E-ITS1,Fungal ITS1 of Soil: FS-54E,FS-54E_R1_001.fastq.gz,FS-54E_R2_001.fastq.gz,
FS-59N,Environmental,Soil,Burn_2006,2018-09-01,40.15595,-111.54119,40.15595 N 111.54119 W,1572,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_59N,Forest_Fire_Recovery,Set_5,Burn,2006,2006,6,5,895,in,40.156028,-111.541224,2006-06-05,157780,32.1194038391,34.9600639343,3,7.12,17,5,674387,5,54,52,58,53,46,27,22,28,37,49,54,56,-3.4,-0.4,3.9,8.5,13.5,18.4,22.8,21.5,16.6,10.4,3.2,-2.4,-9.2,-6.8,-3,0.8,5,9.1,13.2,12.1,7.3,1.9,-3.2,-7.8,2.4,6,10.8,16.2,22.1,27.8,32.4,31,25.9,18.9,9.7,3.1,-3.4,562,37,-0.4,156,3.9,8.5,13.5,18.4,22.8,173,23,80,28,80,61,175,21.5,16.6,Rock outcrop-Henefer-Harkers-Gappmayer (s7849),yes,895_in,FS-59N-ITS1,Fungal ITS1 of Soil: FS-59N,FS-59N_R1_001.fastq.gz,FS-59N_R2_001.fastq.gz,
FS-59W,Environmental,Soil,Burn_2006,2018-09-01,40.15595,-111.54119,40.15595 N 111.54119 W,1572,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_59W,Forest_Fire_Recovery,Set_5,Burn,2006,2006,6,5,895,in,40.156028,-111.541224,2006-06-05,157780,32.1194038391,34.9600639343,3,7.12,17,5,674387,5,54,52,58,53,46,27,22,28,37,49,54,56,-3.4,-0.4,3.9,8.5,13.5,18.4,22.8,21.5,16.6,10.4,3.2,-2.4,-9.2,-6.8,-3,0.8,5,9.1,13.2,12.1,7.3,1.9,-3.2,-7.8,2.4,6,10.8,16.2,22.1,27.8,32.4,31,25.9,18.9,9.7,3.1,-3.4,562,37,-0.4,156,3.9,8.5,13.5,18.4,22.8,173,23,80,28,80,61,175,21.5,16.6,Rock outcrop-Henefer-Harkers-Gappmayer (s7849),yes,895_in,FS-59W-ITS1,Fungal ITS1 of Soil: FS-59W,FS-59W_R1_001.fastq.gz,FS-59W_R2_001.fastq.gz,
FS-59E,Environmental,Soil,Burn_2006,2018-09-01,40.15595,-111.54119,40.15595 N 111.54119 W,1572,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_59E,Forest_Fire_Recovery,Set_5,Burn,2006,2006,6,5,895,in,40.156028,-111.541224,2006-06-05,157780,32.1194038391,34.9600639343,3,7.12,17,5,674387,5,54,52,58,53,46,27,22,28,37,49,54,56,-3.4,-0.4,3.9,8.5,13.5,18.4,22.8,21.5,16.6,10.4,3.2,-2.4,-9.2,-6.8,-3,0.8,5,9.1,13.2,12.1,7.3,1.9,-3.2,-7.8,2.4,6,10.8,16.2,22.1,27.8,32.4,31,25.9,18.9,9.7,3.1,-3.4,562,37,-0.4,156,3.9,8.5,13.5,18.4,22.8,173,23,80,28,80,61,175,21.5,16.6,Rock outcrop-Henefer-Harkers-Gappmayer (s7849),yes,895_in,FS-59E-ITS1,Fungal ITS1 of Soil: FS-59E,FS-59E_R1_001.fastq.gz,FS-59E_R2_001.fastq.gz,
FS-60N,Environmental,Soil,NonBurn_2006,2018-09-01,40.15741,-111.53829,40.15741 N 111.53829 W,1628,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_60N,Forest_Fire_Recovery,Set_5,NonBurn,2006,2006,6,5,895,out,40.157489,-111.53819,2006-06-05,163549,34.3605766296,37.7019081116,3,3.24,0,0,674387,5,54,52,58,53,46,27,22,28,37,49,54,56,-3.4,-0.4,3.9,8.5,13.5,18.4,22.8,21.5,16.6,10.4,3.2,-2.4,-9.2,-6.8,-3,0.8,5,9.1,13.2,12.1,7.3,1.9,-3.2,-7.8,2.4,6,10.8,16.2,22.1,27.8,32.4,31,25.9,18.9,9.7,3.1,-3.4,536,37,-0.4,156,3.9,8.5,13.5,18.4,22.8,162,22,77,27,77,58,164,21.5,16.6,Rock outcrop-Henefer-Harkers-Gappmayer (s7849),yes,895_out,FS-60N-ITS1,Fungal ITS1 of Soil: FS-60N,FS-60N_R1_001.fastq.gz,FS-60N_R2_001.fastq.gz,
FS-60W,Environmental,Soil,NonBurn_2006,2018-09-01,40.15741,-111.53829,40.15741 N 111.53829 W,1628,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_60W,Forest_Fire_Recovery,Set_5,NonBurn,2006,2006,6,5,895,out,40.157489,-111.53819,2006-06-05,163549,34.3605766296,37.7019081116,3,3.24,0,0,674387,5,54,52,58,53,46,27,22,28,37,49,54,56,-3.4,-0.4,3.9,8.5,13.5,18.4,22.8,21.5,16.6,10.4,3.2,-2.4,-9.2,-6.8,-3,0.8,5,9.1,13.2,12.1,7.3,1.9,-3.2,-7.8,2.4,6,10.8,16.2,22.1,27.8,32.4,31,25.9,18.9,9.7,3.1,-3.4,536,37,-0.4,156,3.9,8.5,13.5,18.4,22.8,162,22,77,27,77,58,164,21.5,16.6,Rock outcrop-Henefer-Harkers-Gappmayer (s7849),yes,895_out,FS-60W-ITS1,Fungal ITS1 of Soil: FS-60W,FS-60W_R1_001.fastq.gz,FS-60W_R2_001.fastq.gz,
FS-60E,Environmental,Soil,NonBurn_2006,2018-09-01,40.15741,-111.53829,40.15741 N 111.53829 W,1628,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_60E,Forest_Fire_Recovery,Set_5,NonBurn,2006,2006,6,5,895,out,40.157489,-111.53819,2006-06-05,163549,34.3605766296,37.7019081116,3,3.24,0,0,674387,5,54,52,58,53,46,27,22,28,37,49,54,56,-3.4,-0.4,3.9,8.5,13.5,18.4,22.8,21.5,16.6,10.4,3.2,-2.4,-9.2,-6.8,-3,0.8,5,9.1,13.2,12.1,7.3,1.9,-3.2,-7.8,2.4,6,10.8,16.2,22.1,27.8,32.4,31,25.9,18.9,9.7,3.1,-3.4,536,37,-0.4,156,3.9,8.5,13.5,18.4,22.8,162,22,77,27,77,58,164,21.5,16.6,Rock outcrop-Henefer-Harkers-Gappmayer (s7849),yes,895_out,FS-60E-ITS1,Fungal ITS1 of Soil: FS-60E,FS-60E_R1_001.fastq.gz,FS-60E_R2_001.fastq.gz,
FS-71E,Environmental,Soil,NonBurn_2003,2018-09-29,40.2859,-111.63174,40.2859 N 111.63174 W,1660,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_71E,Forest_Fire_Recovery,Set_6,NonBurn,2003,2003,8,15,883,out,40.285884,-111.631759,2003-08-15,166494,29.787443161,38.878074646,4,19.12,3,1,674389,118,54,52,56,52,47,28,23,28,38,50,53,55,-3.4,-0.4,3.5,8.1,13.2,18.1,22.5,21.3,16.2,10,3,-2.4,-9.1,-6.8,-3.3,0.5,4.7,8.8,12.9,11.8,6.9,1.6,-3.3,-7.7,2.4,6.1,10.4,15.7,21.7,27.5,32.2,30.9,25.6,18.5,9.3,3,-3.4,533,37,-0.4,155,3.5,8.1,13.2,18.1,22.5,160,23,79,26,79,56,161,21.3,16.2,Rock outcrop-Mower-Lundy-Lizzant-Hamtah-Agassiz (s8168),yes,883_out,FS-71E-ITS1,Fungal ITS1 of Soil: FS-71E,FS-71E_R1_001.fastq.gz,FS-71E_R2_001.fastq.gz,
FS-71W,Environmental,Soil,NonBurn_2003,2018-09-29,40.2859,-111.63174,40.2859 N 111.63174 W,1660,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_71W,Forest_Fire_Recovery,Set_6,NonBurn,2003,2003,8,15,883,out,40.285884,-111.631759,2003-08-15,166494,29.787443161,38.878074646,4,19.12,3,1,674389,118,54,52,56,52,47,28,23,28,38,50,53,55,-3.4,-0.4,3.5,8.1,13.2,18.1,22.5,21.3,16.2,10,3,-2.4,-9.1,-6.8,-3.3,0.5,4.7,8.8,12.9,11.8,6.9,1.6,-3.3,-7.7,2.4,6.1,10.4,15.7,21.7,27.5,32.2,30.9,25.6,18.5,9.3,3,-3.4,533,37,-0.4,155,3.5,8.1,13.2,18.1,22.5,160,23,79,26,79,56,161,21.3,16.2,Rock outcrop-Mower-Lundy-Lizzant-Hamtah-Agassiz (s8168),yes,883_out,FS-71W-ITS1,Fungal ITS1 of Soil: FS-71W,FS-71W_R1_001.fastq.gz,FS-71W_R2_001.fastq.gz,
FS-71N,Environmental,Soil,NonBurn_2003,2018-09-29,40.2859,-111.63174,40.2859 N 111.63174 W,1660,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_71N,Forest_Fire_Recovery,Set_6,NonBurn,2003,2003,8,15,883,out,40.285884,-111.631759,2003-08-15,166494,29.787443161,38.878074646,4,19.12,3,1,674389,118,54,52,56,52,47,28,23,28,38,50,53,55,-3.4,-0.4,3.5,8.1,13.2,18.1,22.5,21.3,16.2,10,3,-2.4,-9.1,-6.8,-3.3,0.5,4.7,8.8,12.9,11.8,6.9,1.6,-3.3,-7.7,2.4,6.1,10.4,15.7,21.7,27.5,32.2,30.9,25.6,18.5,9.3,3,-3.4,533,37,-0.4,155,3.5,8.1,13.2,18.1,22.5,160,23,79,26,79,56,161,21.3,16.2,Rock outcrop-Mower-Lundy-Lizzant-Hamtah-Agassiz (s8168),yes,883_out,FS-71N-ITS1,Fungal ITS1 of Soil: FS-71N,FS-71N_R1_001.fastq.gz,FS-71N_R2_001.fastq.gz,
FS-72N,Environmental,Soil,Burn_2003,2018-09-29,40.2865,-111.63195,40.2865 N 111.63195 W,1682,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_72N,Forest_Fire_Recovery,Set_6,Burn,2003,2003,8,15,883,in,40.286551,-111.631964,2003-08-15,167493,31.9860267639,38.878074646,4,9.32,3,1,674389,118,54,52,56,52,47,28,23,28,38,50,53,55,-3.4,-0.4,3.5,8.1,13.2,18.1,22.5,21.3,16.2,10,3,-2.4,-9.1,-6.8,-3.3,0.5,4.7,8.8,12.9,11.8,6.9,1.6,-3.3,-7.7,2.4,6.1,10.4,15.7,21.7,27.5,32.2,30.9,25.6,18.5,9.3,3,-3.4,536,37,-0.4,155,3.5,8.1,13.2,18.1,22.5,161,23,79,26,79,56,162,21.3,16.2,Rock outcrop-Mower-Lundy-Lizzant-Hamtah-Agassiz (s8168),yes,883_in,FS-72N-ITS1,Fungal ITS1 of Soil: FS-72N,FS-72N_R1_001.fastq.gz,FS-72N_R2_001.fastq.gz,
FS-72W,Environmental,Soil,Burn_2003,2018-09-29,40.2865,-111.63195,40.2865 N 111.63195 W,1682,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_72W,Forest_Fire_Recovery,Set_6,Burn,2003,2003,8,15,883,in,40.286551,-111.631964,2003-08-15,167493,31.9860267639,38.878074646,4,9.32,3,1,674389,118,54,52,56,52,47,28,23,28,38,50,53,55,-3.4,-0.4,3.5,8.1,13.2,18.1,22.5,21.3,16.2,10,3,-2.4,-9.1,-6.8,-3.3,0.5,4.7,8.8,12.9,11.8,6.9,1.6,-3.3,-7.7,2.4,6.1,10.4,15.7,21.7,27.5,32.2,30.9,25.6,18.5,9.3,3,-3.4,536,37,-0.4,155,3.5,8.1,13.2,18.1,22.5,161,23,79,26,79,56,162,21.3,16.2,Rock outcrop-Mower-Lundy-Lizzant-Hamtah-Agassiz (s8168),yes,883_in,FS-72W-ITS1,Fungal ITS1 of Soil: FS-72W,FS-72W_R1_001.fastq.gz,FS-72W_R2_001.fastq.gz,
FS-72E,Environmental,Soil,Burn_2003,2018-09-29,40.2865,-111.63195,40.2865 N 111.63195 W,1682,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_72E,Forest_Fire_Recovery,Set_6,Burn,2003,2003,8,15,883,in,40.286551,-111.631964,2003-08-15,167493,31.9860267639,38.878074646,4,9.32,3,1,674389,118,54,52,56,52,47,28,23,28,38,50,53,55,-3.4,-0.4,3.5,8.1,13.2,18.1,22.5,21.3,16.2,10,3,-2.4,-9.1,-6.8,-3.3,0.5,4.7,8.8,12.9,11.8,6.9,1.6,-3.3,-7.7,2.4,6.1,10.4,15.7,21.7,27.5,32.2,30.9,25.6,18.5,9.3,3,-3.4,536,37,-0.4,155,3.5,8.1,13.2,18.1,22.5,161,23,79,26,79,56,162,21.3,16.2,Rock outcrop-Mower-Lundy-Lizzant-Hamtah-Agassiz (s8168),yes,883_in,FS-72E-ITS1,Fungal ITS1 of Soil: FS-72E,FS-72E_R1_001.fastq.gz,FS-72E_R2_001.fastq.gz,
FS-73W,Environmental,Soil,NonBurn_2000,2018-11-04,40.34813,-111.55259,40.34813 N 111.55259 W,1653,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_73W,Forest_Fire_Recovery,Set_7,NonBurn,2000,2000,7,26,1459,out,40.348102,-111.552615,2000-07-26,166129,13.6941804886,35.5107879639,3,26.29,1,0,674417,43,63,59,57,50,47,30,26,31,41,53,59,62,-4.6,-2,1.9,6.6,11.6,16.5,20.8,19.8,14.8,8.8,1.7,-3.7,-10.7,-8.7,-5,-1.1,2.9,6.9,10.7,9.8,5.2,0.1,-4.8,-9.5,1.6,4.8,8.9,14.3,20.3,26.1,30.9,29.8,24.5,17.5,8.2,2.1,-4.6,578,38,-2,161,1.9,6.6,11.6,16.5,20.8,184,26,87,26,87,63,184,19.8,14.8,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,1459_out,FS-73W-ITS1,Fungal ITS1 of Soil: FS-73W,FS-73W_R1_001.fastq.gz,FS-73W_R2_001.fastq.gz,
FS-73N,Environmental,Soil,NonBurn_2000,2018-11-04,40.34813,-111.55259,40.34813 N 111.55259 W,1653,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_73N,Forest_Fire_Recovery,Set_7,NonBurn,2000,2000,7,26,1459,out,40.348102,-111.552615,2000-07-26,166129,13.6941804886,35.5107879639,3,26.29,1,0,674417,43,63,59,57,50,47,30,26,31,41,53,59,62,-4.6,-2,1.9,6.6,11.6,16.5,20.8,19.8,14.8,8.8,1.7,-3.7,-10.7,-8.7,-5,-1.1,2.9,6.9,10.7,9.8,5.2,0.1,-4.8,-9.5,1.6,4.8,8.9,14.3,20.3,26.1,30.9,29.8,24.5,17.5,8.2,2.1,-4.6,578,38,-2,161,1.9,6.6,11.6,16.5,20.8,184,26,87,26,87,63,184,19.8,14.8,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,1459_out,FS-73N-ITS1,Fungal ITS1 of Soil: FS-73N,FS-73N_R1_001.fastq.gz,FS-73N_R2_001.fastq.gz,
FS-73E,Environmental,Soil,NonBurn_2000,2018-11-04,40.34813,-111.55259,40.34813 N 111.55259 W,1653,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_73E,Forest_Fire_Recovery,Set_7,NonBurn,2000,2000,7,26,1459,out,40.348102,-111.552615,2000-07-26,166129,13.6941804886,35.5107879639,3,26.29,1,0,674417,43,63,59,57,50,47,30,26,31,41,53,59,62,-4.6,-2,1.9,6.6,11.6,16.5,20.8,19.8,14.8,8.8,1.7,-3.7,-10.7,-8.7,-5,-1.1,2.9,6.9,10.7,9.8,5.2,0.1,-4.8,-9.5,1.6,4.8,8.9,14.3,20.3,26.1,30.9,29.8,24.5,17.5,8.2,2.1,-4.6,578,38,-2,161,1.9,6.6,11.6,16.5,20.8,184,26,87,26,87,63,184,19.8,14.8,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,1459_out,FS-73E-ITS1,Fungal ITS1 of Soil: FS-73E,FS-73E_R1_001.fastq.gz,FS-73E_R2_001.fastq.gz,
FS-74E,Environmental,Soil,Burn_2000,2018-11-04,40.34851,-111.54983,40.34851 N 111.54983 W,1655,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_74E,Forest_Fire_Recovery,Set_7,Burn,2000,2000,7,26,1459,in,40.348496,-111.549795,2000-07-26,166849,17.504234314,38.7650222778,3,28.91,1,0,674417,43,62,59,56,50,46,30,25,30,41,52,59,61,-4.5,-1.8,2.2,6.9,11.8,16.7,21.1,20.1,15,9.1,1.9,-3.5,-10.7,-8.6,-4.8,-0.8,3.1,7.1,11,10.1,5.3,0.3,-4.6,-9.3,1.7,5.1,9.2,14.7,20.6,26.4,31.2,30.1,24.8,17.9,8.5,2.3,-4.5,576,38,-1.8,161,2.2,6.9,11.8,16.7,21.1,183,26,86,26,86,63,183,20.1,15,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,1459_in,FS-74E-ITS1,Fungal ITS1 of Soil: FS-74E,FS-74E_R1_001.fastq.gz,FS-74E_R2_001.fastq.gz,
FS-74N,Environmental,Soil,Burn_2000,2018-11-04,40.34851,-111.54983,40.34851 N 111.54983 W,1655,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_74N,Forest_Fire_Recovery,Set_7,Burn,2000,2000,7,26,1459,in,40.348496,-111.549795,2000-07-26,166849,17.504234314,38.7650222778,3,28.91,1,0,674417,43,62,59,56,50,46,30,25,30,41,52,59,61,-4.5,-1.8,2.2,6.9,11.8,16.7,21.1,20.1,15,9.1,1.9,-3.5,-10.7,-8.6,-4.8,-0.8,3.1,7.1,11,10.1,5.3,0.3,-4.6,-9.3,1.7,5.1,9.2,14.7,20.6,26.4,31.2,30.1,24.8,17.9,8.5,2.3,-4.5,576,38,-1.8,161,2.2,6.9,11.8,16.7,21.1,183,26,86,26,86,63,183,20.1,15,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,1459_in,FS-74N-ITS1,Fungal ITS1 of Soil: FS-74N,FS-74N_R1_001.fastq.gz,FS-74N_R2_001.fastq.gz,
FS-74W,Environmental,Soil,Burn_2000,2018-11-04,40.34851,-111.54983,40.34851 N 111.54983 W,1655,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_74W,Forest_Fire_Recovery,Set_7,Burn,2000,2000,7,26,1459,in,40.348496,-111.549795,2000-07-26,166849,17.504234314,38.7650222778,3,28.91,1,0,674417,43,62,59,56,50,46,30,25,30,41,52,59,61,-4.5,-1.8,2.2,6.9,11.8,16.7,21.1,20.1,15,9.1,1.9,-3.5,-10.7,-8.6,-4.8,-0.8,3.1,7.1,11,10.1,5.3,0.3,-4.6,-9.3,1.7,5.1,9.2,14.7,20.6,26.4,31.2,30.1,24.8,17.9,8.5,2.3,-4.5,576,38,-1.8,161,2.2,6.9,11.8,16.7,21.1,183,26,86,26,86,63,183,20.1,15,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,1459_in,FS-74W-ITS1,Fungal ITS1 of Soil: FS-74W,FS-74W_R1_001.fastq.gz,FS-74W_R2_001.fastq.gz,
FS-77N,Environmental,Soil,NonBurn_2003,2018-10-24,40.42167,-111.53309,40.42167 N 111.53309 W,1937,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_77N,Forest_Fire_Recovery,Set_8,NonBurn,2003,2003,9,23,874,out,40.421916,-111.53317,2003-09-23,194683,12.7048654556,19.9986000061,2,68.03,0,0,674417,26,66,61,56,50,47,31,27,32,41,51,59,62,-5,-2.6,1.2,5.8,10.8,15.7,19.8,18.9,13.9,8.2,1.1,-4.1,-11.4,-9.5,-5.7,-1.9,2,6,9.7,8.9,4.2,-0.5,-5.5,-10.2,1.4,4.3,8.2,13.5,19.6,25.4,30,28.9,23.7,17,7.8,2.1,-5,584,39,-2.6,163,1.2,5.8,10.8,15.7,19.8,189,27,90,26,90,66,189,18.9,13.9,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,874_out,FS-77N-ITS1,Fungal ITS1 of Soil: FS-77N,FS-77N_R1_001.fastq.gz,FS-77N_R2_001.fastq.gz,
FS-77E,Environmental,Soil,NonBurn_2003,2018-10-24,40.42167,-111.53309,40.42167 N 111.53309 W,1937,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_77E,Forest_Fire_Recovery,Set_8,NonBurn,2003,2003,9,23,874,out,40.421916,-111.53317,2003-09-23,194683,12.7048654556,19.9986000061,2,68.03,0,0,674417,26,66,61,56,50,47,31,27,32,41,51,59,62,-5,-2.6,1.2,5.8,10.8,15.7,19.8,18.9,13.9,8.2,1.1,-4.1,-11.4,-9.5,-5.7,-1.9,2,6,9.7,8.9,4.2,-0.5,-5.5,-10.2,1.4,4.3,8.2,13.5,19.6,25.4,30,28.9,23.7,17,7.8,2.1,-5,584,39,-2.6,163,1.2,5.8,10.8,15.7,19.8,189,27,90,26,90,66,189,18.9,13.9,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,874_out,FS-77E-ITS1,Fungal ITS1 of Soil: FS-77E,FS-77E_R1_001.fastq.gz,FS-77E_R2_001.fastq.gz,
FS-77W,Environmental,Soil,NonBurn_2003,2018-10-24,40.42167,-111.53309,40.42167 N 111.53309 W,1937,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_77W,Forest_Fire_Recovery,Set_8,NonBurn,2003,2003,9,23,874,out,40.421916,-111.53317,2003-09-23,194683,12.7048654556,19.9986000061,2,68.03,0,0,674417,26,66,61,56,50,47,31,27,32,41,51,59,62,-5,-2.6,1.2,5.8,10.8,15.7,19.8,18.9,13.9,8.2,1.1,-4.1,-11.4,-9.5,-5.7,-1.9,2,6,9.7,8.9,4.2,-0.5,-5.5,-10.2,1.4,4.3,8.2,13.5,19.6,25.4,30,28.9,23.7,17,7.8,2.1,-5,584,39,-2.6,163,1.2,5.8,10.8,15.7,19.8,189,27,90,26,90,66,189,18.9,13.9,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,874_out,FS-77W-ITS1,Fungal ITS1 of Soil: FS-77W,FS-77W_R1_001.fastq.gz,FS-77W_R2_001.fastq.gz,
FS-78E,Environmental,Soil,Burn_2003,2018-10-24,40.42356,-111.53493,40.42356 N 111.53493 W,1922,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_78E,Forest_Fire_Recovery,Set_8,Burn,2003,2003,9,23,874,in,40.423623,-111.534926,2003-09-23,193683,14.0483236313,23.630657196,2,40.85,0,0,674417,26,66,62,58,51,48,31,27,32,41,51,59,62,-5,-2.7,1,5.6,10.5,15.5,19.6,18.8,13.8,8.1,1,-4.1,-11.4,-9.5,-5.9,-2,1.9,5.9,9.6,8.9,4.2,-0.5,-5.6,-10.2,1.4,4.2,7.9,13.2,19.3,25.1,29.7,28.7,23.5,16.7,7.6,2,-5,587,39,-2.7,162,1,5.6,10.5,15.5,19.6,190,27,90,26,90,66,190,18.8,13.8,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,874_in,FS-78E-ITS1,Fungal ITS1 of Soil: FS-78E,FS-78E_R1_001.fastq.gz,FS-78E_R2_001.fastq.gz,
FS-81N,Environmental,Soil,Burn_2000,2018-10-03,40.633,-111.18538,40.633 N 111.18538 W,2176,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_81N,Forest_Fire_Recovery,Set_9,Burn,2000,2000,6,18,1452,in,40.633002,-111.185424,2000-06-18,216193,5.0317883492,9.0352640152,3,2.24,8,2,674417,118,47,47,45,44,41,30,29,32,39,43,46,46,-6.2,-4.4,-1.3,3.4,8.3,13.2,17.6,16.5,11.8,6.4,-0.5,-5.4,-13,-11.4,-8,-3.9,0.2,4.2,8.1,7.1,2.6,-2,-7.2,-12.1,0.7,2.6,5.4,10.7,16.5,22.3,27.1,25.9,21,14.9,6.3,1.3,-6.2,495,39,-4.4,157,-1.3,3.4,8.3,13.2,17.6,142,29,92,16,92,48,142,16.5,11.8,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,1452_in,FS-81N-ITS1,Fungal ITS1 of Soil: FS-81N,FS-81N_R1_001.fastq.gz,FS-81N_R2_001.fastq.gz,
FS-81W,Environmental,Soil,Burn_2000,2018-10-03,40.633,-111.18538,40.633 N 111.18538 W,2176,Zymo Soil Kit,Spencer McGee,Forest_Fire_Recovery_FS_81W,Forest_Fire_Recovery,Set_9,Burn,2000,2000,6,18,1452,in,40.633002,-111.185424,2000-06-18,216193,5.0317883492,9.0352640152,3,2.24,8,2,674417,118,47,47,45,44,41,30,29,32,39,43,46,46,-6.2,-4.4,-1.3,3.4,8.3,13.2,17.6,16.5,11.8,6.4,-0.5,-5.4,-13,-11.4,-8,-3.9,0.2,4.2,8.1,7.1,2.6,-2,-7.2,-12.1,0.7,2.6,5.4,10.7,16.5,22.3,27.1,25.9,21,14.9,6.3,1.3,-6.2,495,39,-4.4,157,-1.3,3.4,8.3,13.2,17.6,142,29,92,16,92,48,142,16.5,11.8,Sterling-Sheep Creek-Richmond-Foxol-Elzinga-Agassiz (s7785),yes,1452_in,FS-81W-ITS1,Fungal ITS1 of Soil: FS-81W,FS-81W_R1_001.fastq.gz,FS-81W_R2_001.fastq.gz,
